ExpPeriod,ExpCountry,ExpBrkDwn,Value,Internetuse
2009,United Kingdom,age 35 to 44,75.3701,finding information about goods and services
2009,United Kingdom,age 35 to 44,53.4216,Internet banking
2009,United Kingdom,age 35 to 44,27.9928,job search or sending an application
2009,United Kingdom,age 35 to 44,39.6228,seeking health information
2009,United Kingdom,age 35 to 44,20.7457,selling goods or services
2009,United Kingdom,age 35 to 44,81.8067,sending/receiving e-mails
2009,United Kingdom,age 35 to 44,16.6836,telephoning or video calls
2009,United Kingdom,age 35 to 44,34.7877,uploading self-created content to any website to be shared
2009,United Kingdom,age 45 to 54,64.9519,finding information about goods and services
2009,United Kingdom,age 45 to 54,44.1379,Internet banking
2009,United Kingdom,age 45 to 54,21.9872,job search or sending an application
2009,United Kingdom,age 45 to 54,38.0526,seeking health information
2009,United Kingdom,age 45 to 54,14.0847,selling goods or services
2009,United Kingdom,age 45 to 54,71.3621,sending/receiving e-mails
2009,United Kingdom,age 45 to 54,15.3508,telephoning or video calls
2009,United Kingdom,age 45 to 54,27.4077,uploading self-created content to any website to be shared
2009,United Kingdom,age 55 to 64,58.3565,finding information about goods and services
2009,United Kingdom,age 55 to 64,34.7263,Internet banking
2009,United Kingdom,age 55 to 64,8.9071,job search or sending an application
2009,United Kingdom,age 55 to 64,31.5536,seeking health information
2009,United Kingdom,age 55 to 64,9.1504,selling goods or services
2009,United Kingdom,age 55 to 64,61.9837,sending/receiving e-mails
2009,United Kingdom,age 55 to 64,13.7579,telephoning or video calls
2009,United Kingdom,age 55 to 64,20.7372,uploading self-created content to any website to be shared
2009,United Kingdom,age 55 to 74,48.0873,finding information about goods and services
2009,United Kingdom,age 55 to 74,28.4878,Internet banking
2009,United Kingdom,age 55 to 74,0,job search or sending an application
2009,United Kingdom,age 55 to 74,25.3904,seeking health information
2009,United Kingdom,age 55 to 74,0,selling goods or services
2009,United Kingdom,age 55 to 74,51.3576,sending/receiving e-mails
2009,United Kingdom,age 55 to 74,0,telephoning or video calls
2009,United Kingdom,age 55 to 74,15.9575,uploading self-created content to any website to be shared
2009,United Kingdom,age 65 to 74,33.7375,finding information about goods and services
2009,United Kingdom,age 65 to 74,19.7703,Internet banking
2009,United Kingdom,age 65 to 74,0,job search or sending an application
2009,United Kingdom,age 65 to 74,16.7782,seeking health information
2009,United Kingdom,age 65 to 74,0,selling goods or services
2009,United Kingdom,age 65 to 74,36.509,sending/receiving e-mails
2009,United Kingdom,age 65 to 74,0,telephoning or video calls
2009,United Kingdom,age 65 to 74,9.2785,uploading self-created content to any website to be shared
2009,United Kingdom,age 75 and over,0,finding information about goods and services
2009,United Kingdom,age 75 and over,0,Internet banking
2009,United Kingdom,age 75 and over,0,job search or sending an application
2009,United Kingdom,age 75 and over,0,seeking health information
2009,United Kingdom,age 75 and over,0,selling goods or services
2009,United Kingdom,age 75 and over,11.5288,sending/receiving e-mails
2009,United Kingdom,age 75 and over,0,telephoning or video calls
2009,United Kingdom,age 75 and over,0,uploading self-created content to any website to be shared
2009,United Kingdom,all ages,63.9874,finding information about goods and services
2009,United Kingdom,all ages,44.8504,Internet banking
2009,United Kingdom,all ages,24.981,job search or sending an application
2009,United Kingdom,all ages,34.4101,seeking health information
2009,United Kingdom,all ages,15.3788,selling goods or services
2009,United Kingdom,all ages,73.8494,sending/receiving e-mails
2009,United Kingdom,all ages,17.5002,telephoning or video calls
2009,United Kingdom,all ages,33.1599,uploading self-created content to any website to be shared
2010,Austria,age 16 to 24,66.4888,finding information about goods and services
2010,Austria,age 16 to 24,36.6748,Internet banking
2010,Austria,age 16 to 24,23.0054,job search or sending an application
2010,Austria,age 16 to 24,40.1049,seeking health information
2010,Austria,age 16 to 24,7.3806,selling goods or services
2010,Austria,age 16 to 24,87.9367,sending/receiving e-mails
2010,Austria,age 16 to 24,24.3082,telephoning or video calls
2010,Austria,age 16 to 24,38.9693,uploading self-created content to any website to be shared
2010,Austria,age 25 to 34,77.9064,finding information about goods and services
2010,Austria,age 25 to 34,62.6894,Internet banking
2010,Austria,age 25 to 34,18.6073,job search or sending an application
2010,Austria,age 25 to 34,49.2367,seeking health information
2010,Austria,age 25 to 34,14.4944,selling goods or services
2010,Austria,age 25 to 34,84.9425,sending/receiving e-mails
2010,Austria,age 25 to 34,25.6396,telephoning or video calls
2010,Austria,age 25 to 34,29.8059,uploading self-created content to any website to be shared
2010,Austria,age 25 to 54,68.7436,finding information about goods and services
2010,Austria,age 25 to 54,48.4268,Internet banking
2010,Austria,age 25 to 54,12.365,job search or sending an application
2010,Austria,age 25 to 54,44.2517,seeking health information
2010,Austria,age 25 to 54,9.7995,selling goods or services
2010,Austria,age 25 to 54,75.4273,sending/receiving e-mails
2010,Austria,age 25 to 54,18.2509,telephoning or video calls
2010,Austria,age 25 to 54,21.0787,uploading self-created content to any website to be shared
2010,Austria,age 25 to 64,62.8734,finding information about goods and services
2010,Austria,age 25 to 64,42.994,Internet banking
2010,Austria,age 25 to 64,10.2309,job search or sending an application
2010,Austria,age 25 to 64,40.8732,seeking health information
2010,Austria,age 25 to 64,8.6854,selling goods or services
2010,Austria,age 25 to 64,69.5351,sending/receiving e-mails
2010,Austria,age 25 to 64,16.8737,telephoning or video calls
2010,Austria,age 25 to 64,18.5711,uploading self-created content to any website to be shared
2010,Austria,age 35 to 44,71.6948,finding information about goods and services
2010,Austria,age 35 to 44,48.433,Internet banking
2010,Austria,age 35 to 44,10.5298,job search or sending an application
2010,Austria,age 35 to 44,45.3178,seeking health information
2010,Austria,age 35 to 44,9.9072,selling goods or services
2010,Austria,age 35 to 44,77.4601,sending/receiving e-mails
2010,Austria,age 35 to 44,17.4606,telephoning or video calls
2010,Austria,age 35 to 44,20.4455,uploading self-created content to any website to be shared
2010,Austria,age 45 to 54,58.1542,finding information about goods and services
2010,Austria,age 45 to 54,36.5314,Internet banking
2010,Austria,age 45 to 54,8.9966,job search or sending an application
2010,Austria,age 45 to 54,39.03,seeking health information
2010,Austria,age 45 to 54,5.7781,selling goods or services
2010,Austria,age 45 to 54,65.4624,sending/receiving e-mails
2010,Austria,age 45 to 54,12.8821,telephoning or video calls
2010,Austria,age 45 to 54,14.437,uploading self-created content to any website to be shared
2010,Austria,age 55 to 64,40.0506,finding information about goods and services
2010,Austria,age 55 to 64,21.8717,Internet banking
2010,Austria,age 55 to 64,1.9339,job search or sending an application
2010,Austria,age 55 to 64,27.7379,seeking health information
2010,Austria,age 55 to 64,4.3537,selling goods or services
2010,Austria,age 55 to 64,46.6269,sending/receiving e-mails
2010,Austria,age 55 to 64,11.519,telephoning or video calls
2010,Austria,age 55 to 64,8.822,uploading self-created content to any website to be shared
2010,Austria,age 55 to 74,30.2184,finding information about goods and services
2010,Austria,age 55 to 74,16.5425,Internet banking
2010,Austria,age 55 to 74,1.0799,job search or sending an application
2010,Austria,age 55 to 74,21.6469,seeking health information
2010,Austria,age 55 to 74,3.1826,selling goods or services
2010,Austria,age 55 to 74,36.2667,sending/receiving e-mails
2010,Austria,age 55 to 74,8.4306,telephoning or video calls
2010,Austria,age 55 to 74,6.4138,uploading self-created content to any website to be shared
2010,Austria,age 65 to 74,18.5976,finding information about goods and services
2010,Austria,age 65 to 74,10.2439,Internet banking
2010,Austria,age 65 to 74,0,job search or sending an application
2010,Austria,age 65 to 74,14.4479,seeking health information
2010,Austria,age 65 to 74,0,selling goods or services
2010,Austria,age 65 to 74,24.0218,sending/receiving e-mails
2010,Austria,age 65 to 74,4.7805,telephoning or video calls
2010,Austria,age 65 to 74,3.5676,uploading self-created content to any website to be shared
2010,Austria,all ages,57.8091,finding information about goods and services
2010,Austria,all ages,37.9464,Internet banking
2010,Austria,all ages,10.7976,job search or sending an application
2010,Austria,all ages,37.4271,seeking health information
2010,Austria,all ages,7.6274,selling goods or services
2010,Austria,all ages,66.4547,sending/receiving e-mails
2010,Austria,all ages,16.4236,telephoning or video calls
2010,Austria,all ages,19.6301,uploading self-created content to any website to be shared
2010,Belgium,age 16 to 24,64.461,finding information about goods and services
2010,Belgium,age 16 to 24,43.8892,Internet banking
2010,Belgium,age 16 to 24,22.1858,job search or sending an application
2010,Belgium,age 16 to 24,31.2249,seeking health information
2010,Belgium,age 16 to 24,17.1449,selling goods or services
2010,Belgium,age 16 to 24,92.5099,sending/receiving e-mails
2010,Belgium,age 16 to 24,33.6355,telephoning or video calls
2010,Belgium,age 16 to 24,33.4138,uploading self-created content to any website to be shared
2010,Belgium,age 25 to 34,76.8018,finding information about goods and services
2010,Belgium,age 25 to 34,72.8108,Internet banking
2010,Belgium,age 25 to 34,23.9979,job search or sending an application
2010,Belgium,age 25 to 34,48.3131,seeking health information
2010,Belgium,age 25 to 34,26.7486,selling goods or services
2010,Belgium,age 25 to 34,87.5687,sending/receiving e-mails
2010,Belgium,age 25 to 34,30.2126,telephoning or video calls
2010,Belgium,age 25 to 34,26.1722,uploading self-created content to any website to be shared
2010,Belgium,age 25 to 54,71.7005,finding information about goods and services
2010,Belgium,age 25 to 54,62.124,Internet banking
2010,Belgium,age 25 to 54,15.8325,job search or sending an application
2010,Belgium,age 25 to 54,42.9765,seeking health information
2010,Belgium,age 25 to 54,20.6818,selling goods or services
2010,Belgium,age 25 to 54,79.1737,sending/receiving e-mails
2010,Belgium,age 25 to 54,20.7731,telephoning or video calls
2010,Belgium,age 25 to 54,19.067,uploading self-created content to any website to be shared
2010,Belgium,age 25 to 64,67.1719,finding information about goods and services
2010,Belgium,age 25 to 64,57.0598,Internet banking
2010,Belgium,age 25 to 64,12.9544,job search or sending an application
2010,Belgium,age 25 to 64,40.7963,seeking health information
2010,Belgium,age 25 to 64,18.5774,selling goods or services
2010,Belgium,age 25 to 64,74.1486,sending/receiving e-mails
2010,Belgium,age 25 to 64,18.9622,telephoning or video calls
2010,Belgium,age 25 to 64,16.7957,uploading self-created content to any website to be shared
2010,Belgium,age 35 to 44,75.7636,finding information about goods and services
2010,Belgium,age 35 to 44,64.7233,Internet banking
2010,Belgium,age 35 to 44,17.3916,job search or sending an application
2010,Belgium,age 35 to 44,45.0302,seeking health information
2010,Belgium,age 35 to 44,22.7873,selling goods or services
2010,Belgium,age 35 to 44,84.0752,sending/receiving e-mails
2010,Belgium,age 35 to 44,18.8876,telephoning or video calls
2010,Belgium,age 35 to 44,18.5572,uploading self-created content to any website to be shared
2010,Belgium,age 45 to 54,63.3336,finding information about goods and services
2010,Belgium,age 45 to 54,50.2723,Internet banking
2010,Belgium,age 45 to 54,7.1871,job search or sending an application
2010,Belgium,age 45 to 54,36.3329,seeking health information
2010,Belgium,age 45 to 54,13.3489,selling goods or services
2010,Belgium,age 45 to 54,67.1183,sending/receiving e-mails
2010,Belgium,age 45 to 54,14.3195,telephoning or video calls
2010,Belgium,age 45 to 54,13.3362,uploading self-created content to any website to be shared
2010,Belgium,age 55 to 64,51.811,finding information about goods and services
2010,Belgium,age 55 to 64,39.8825,Internet banking
2010,Belgium,age 55 to 64,3.1922,job search or sending an application
2010,Belgium,age 55 to 64,33.4011,seeking health information
2010,Belgium,age 55 to 64,11.4395,selling goods or services
2010,Belgium,age 55 to 64,57.1036,sending/receiving e-mails
2010,Belgium,age 55 to 64,12.8198,telephoning or video calls
2010,Belgium,age 55 to 64,9.0919,uploading self-created content to any website to be shared
2010,Belgium,age 55 to 74,41.8499,finding information about goods and services
2010,Belgium,age 55 to 74,32.5547,Internet banking
2010,Belgium,age 55 to 74,2.0703,job search or sending an application
2010,Belgium,age 55 to 74,26.5907,seeking health information
2010,Belgium,age 55 to 74,8.6172,selling goods or services
2010,Belgium,age 55 to 74,47.1134,sending/receiving e-mails
2010,Belgium,age 55 to 74,10.433,telephoning or video calls
2010,Belgium,age 55 to 74,7.1742,uploading self-created content to any website to be shared
2010,Belgium,age 65 to 74,27.4377,finding information about goods and services
2010,Belgium,age 65 to 74,21.9526,Internet banking
2010,Belgium,age 65 to 74,0.4471,job search or sending an application
2010,Belgium,age 65 to 74,16.737,seeking health information
2010,Belgium,age 65 to 74,4.5337,selling goods or services
2010,Belgium,age 65 to 74,32.659,sending/receiving e-mails
2010,Belgium,age 65 to 74,6.9797,telephoning or video calls
2010,Belgium,age 65 to 74,4.3995,uploading self-created content to any website to be shared
2010,Belgium,all ages,62.1725,finding information about goods and services
2010,Belgium,all ages,51.0278,Internet banking
2010,Belgium,all ages,12.8921,job search or sending an application
2010,Belgium,all ages,36.5808,seeking health information
2010,Belgium,all ages,16.7393,selling goods or services
2010,Belgium,all ages,72.1043,sending/receiving e-mails
2010,Belgium,all ages,19.7761,telephoning or video calls
2010,Belgium,all ages,17.8533,uploading self-created content to any website to be shared
2010,Bulgaria,age 16 to 24,42.362,finding information about goods and services
2010,Bulgaria,age 16 to 24,1.1999,Internet banking
2010,Bulgaria,age 16 to 24,18.8734,job search or sending an application
2010,Bulgaria,age 16 to 24,15.6711,seeking health information
2010,Bulgaria,age 16 to 24,1.1193,selling goods or services
2010,Bulgaria,age 16 to 24,66.9868,sending/receiving e-mails
2010,Bulgaria,age 16 to 24,56.9017,telephoning or video calls
2010,Bulgaria,age 16 to 24,32.8186,uploading self-created content to any website to be shared
2010,Bulgaria,age 25 to 34,41.3155,finding information about goods and services
2010,Bulgaria,age 25 to 34,5.352,Internet banking
2010,Bulgaria,age 25 to 34,18.9995,job search or sending an application
2010,Bulgaria,age 25 to 34,20.0891,seeking health information
2010,Bulgaria,age 25 to 34,2.0782,selling goods or services
2010,Bulgaria,age 25 to 34,53.5301,sending/receiving e-mails
2010,Bulgaria,age 25 to 34,43.1369,telephoning or video calls
2010,Bulgaria,age 25 to 34,22.0052,uploading self-created content to any website to be shared
2010,Bulgaria,age 25 to 54,32.8748,finding information about goods and services
2010,Bulgaria,age 25 to 54,3.7636,Internet banking
2010,Bulgaria,age 25 to 54,11.5005,job search or sending an application
2010,Bulgaria,age 25 to 54,17.4877,seeking health information
2010,Bulgaria,age 25 to 54,1.41,selling goods or services
2010,Bulgaria,age 25 to 54,40.696,sending/receiving e-mails
2010,Bulgaria,age 25 to 54,30.6965,telephoning or video calls
2010,Bulgaria,age 25 to 54,12.6001,uploading self-created content to any website to be shared
2010,Bulgaria,age 25 to 64,27.5136,finding information about goods and services
2010,Bulgaria,age 25 to 64,3.1485,Internet banking
2010,Bulgaria,age 25 to 64,9.0672,job search or sending an application
2010,Bulgaria,age 25 to 64,15.1188,seeking health information
2010,Bulgaria,age 25 to 64,1.158,selling goods or services
2010,Bulgaria,age 25 to 64,34.3292,sending/receiving e-mails
2010,Bulgaria,age 25 to 64,25.4701,telephoning or video calls
2010,Bulgaria,age 25 to 64,10.1427,uploading self-created content to any website to be shared
2010,Bulgaria,age 35 to 44,32.3071,finding information about goods and services
2010,Bulgaria,age 35 to 44,3.7064,Internet banking
2010,Bulgaria,age 35 to 44,10.0065,job search or sending an application
2010,Bulgaria,age 35 to 44,17.4173,seeking health information
2010,Bulgaria,age 35 to 44,1.2401,selling goods or services
2010,Bulgaria,age 35 to 44,39.419,sending/receiving e-mails
2010,Bulgaria,age 35 to 44,29.44,telephoning or video calls
2010,Bulgaria,age 35 to 44,10.5262,uploading self-created content to any website to be shared
2010,Bulgaria,age 45 to 54,24.5025,finding information about goods and services
2010,Bulgaria,age 45 to 54,2.1372,Internet banking
2010,Bulgaria,age 45 to 54,5.0734,job search or sending an application
2010,Bulgaria,age 45 to 54,14.8005,seeking health information
2010,Bulgaria,age 45 to 54,0.8749,selling goods or services
2010,Bulgaria,age 45 to 54,28.3885,sending/receiving e-mails
2010,Bulgaria,age 45 to 54,18.7857,telephoning or video calls
2010,Bulgaria,age 45 to 54,4.7439,uploading self-created content to any website to be shared
2010,Bulgaria,age 55 to 64,10.8333,finding information about goods and services
2010,Bulgaria,age 55 to 64,1.235,Internet banking
2010,Bulgaria,age 55 to 64,1.4964,job search or sending an application
2010,Bulgaria,age 55 to 64,7.7487,seeking health information
2010,Bulgaria,age 55 to 64,0.3737,selling goods or services
2010,Bulgaria,age 55 to 64,14.5207,sending/receiving e-mails
2010,Bulgaria,age 55 to 64,9.2093,telephoning or video calls
2010,Bulgaria,age 55 to 64,2.4972,uploading self-created content to any website to be shared
2010,Bulgaria,age 55 to 74,6.8559,finding information about goods and services
2010,Bulgaria,age 55 to 74,0.7716,Internet banking
2010,Bulgaria,age 55 to 74,0.9247,job search or sending an application
2010,Bulgaria,age 55 to 74,5.1157,seeking health information
2010,Bulgaria,age 55 to 74,0.2459,selling goods or services
2010,Bulgaria,age 55 to 74,9.2707,sending/receiving e-mails
2010,Bulgaria,age 55 to 74,6.1644,telephoning or video calls
2010,Bulgaria,age 55 to 74,1.5502,uploading self-created content to any website to be shared
2010,Bulgaria,age 65 to 74,1.2319,finding information about goods and services
2010,Bulgaria,age 65 to 74,0,Internet banking
2010,Bulgaria,age 65 to 74,0,job search or sending an application
2010,Bulgaria,age 65 to 74,1.3927,seeking health information
2010,Bulgaria,age 65 to 74,0,selling goods or services
2010,Bulgaria,age 65 to 74,1.8475,sending/receiving e-mails
2010,Bulgaria,age 65 to 74,1.859,telephoning or video calls
2010,Bulgaria,age 65 to 74,0,uploading self-created content to any website to be shared
2010,Bulgaria,all ages,26.395,finding information about goods and services
2010,Bulgaria,all ages,2.4833,Internet banking
2010,Bulgaria,all ages,9.3816,job search or sending an application
2010,Bulgaria,all ages,13.48,seeking health information
2010,Bulgaria,all ages,1.0154,selling goods or services
2010,Bulgaria,all ages,35.0415,sending/receiving e-mails
2010,Bulgaria,all ages,27.1142,telephoning or video calls
2010,Bulgaria,all ages,12.2187,uploading self-created content to any website to be shared
2010,Croatia,age 16 to 24,68.7402,finding information about goods and services
2010,Croatia,age 16 to 24,33.7722,Internet banking
2010,Croatia,age 16 to 24,37.4898,job search or sending an application
2010,Croatia,age 16 to 24,39.3146,seeking health information
2010,Croatia,age 16 to 24,7.9002,selling goods or services
2010,Croatia,age 16 to 24,71.1783,sending/receiving e-mails
2010,Croatia,age 16 to 24,30.0325,telephoning or video calls
2010,Croatia,age 16 to 24,34.2881,uploading self-created content to any website to be shared
2010,Croatia,age 25 to 34,75.674,finding information about goods and services
2010,Croatia,age 25 to 34,36.2638,Internet banking
2010,Croatia,age 25 to 34,31.1538,job search or sending an application
2010,Croatia,age 25 to 34,38.9456,seeking health information
2010,Croatia,age 25 to 34,10.4261,selling goods or services
2010,Croatia,age 25 to 34,65.7697,sending/receiving e-mails
2010,Croatia,age 25 to 34,24.4351,telephoning or video calls
2010,Croatia,age 25 to 34,13.5438,uploading self-created content to any website to be shared
2010,Croatia,age 25 to 54,56.2387,finding information about goods and services
2010,Croatia,age 25 to 54,26.2261,Internet banking
2010,Croatia,age 25 to 54,20.0591,job search or sending an application
2010,Croatia,age 25 to 54,32.2307,seeking health information
2010,Croatia,age 25 to 54,6.108,selling goods or services
2010,Croatia,age 25 to 54,48.879,sending/receiving e-mails
2010,Croatia,age 25 to 54,16.5225,telephoning or video calls
2010,Croatia,age 25 to 54,8.7791,uploading self-created content to any website to be shared
2010,Croatia,age 25 to 64,45.7696,finding information about goods and services
2010,Croatia,age 25 to 64,21.0974,Internet banking
2010,Croatia,age 25 to 64,15.5649,job search or sending an application
2010,Croatia,age 25 to 64,26.4987,seeking health information
2010,Croatia,age 25 to 64,4.6528,selling goods or services
2010,Croatia,age 25 to 64,39.7577,sending/receiving e-mails
2010,Croatia,age 25 to 64,13.3086,telephoning or video calls
2010,Croatia,age 25 to 64,7.0374,uploading self-created content to any website to be shared
2010,Croatia,age 35 to 44,59.891,finding information about goods and services
2010,Croatia,age 35 to 44,27.674,Internet banking
2010,Croatia,age 35 to 44,19.2623,job search or sending an application
2010,Croatia,age 35 to 44,36.4741,seeking health information
2010,Croatia,age 35 to 44,5.393,selling goods or services
2010,Croatia,age 35 to 44,52.8169,sending/receiving e-mails
2010,Croatia,age 35 to 44,17.0454,telephoning or video calls
2010,Croatia,age 35 to 44,8.2524,uploading self-created content to any website to be shared
2010,Croatia,age 45 to 54,35.1909,finding information about goods and services
2010,Croatia,age 45 to 54,15.8674,Internet banking
2010,Croatia,age 45 to 54,11.4082,job search or sending an application
2010,Croatia,age 45 to 54,21.4771,seeking health information
2010,Croatia,age 45 to 54,3.2139,selling goods or services
2010,Croatia,age 45 to 54,29.6948,sending/receiving e-mails
2010,Croatia,age 45 to 54,9.0788,telephoning or video calls
2010,Croatia,age 45 to 54,5.2794,uploading self-created content to any website to be shared
2010,Croatia,age 55 to 64,14.2703,finding information about goods and services
2010,Croatia,age 55 to 64,5.6661,Internet banking
2010,Croatia,age 55 to 64,2.0428,job search or sending an application
2010,Croatia,age 55 to 64,9.2526,seeking health information
2010,Croatia,age 55 to 64,0.2745,selling goods or services
2010,Croatia,age 55 to 64,12.3137,sending/receiving e-mails
2010,Croatia,age 55 to 64,3.6387,telephoning or video calls
2010,Croatia,age 55 to 64,1.7969,uploading self-created content to any website to be shared
2010,Croatia,age 55 to 74,9.5729,finding information about goods and services
2010,Croatia,age 55 to 74,3.6985,Internet banking
2010,Croatia,age 55 to 74,1.2426,job search or sending an application
2010,Croatia,age 55 to 74,6.0497,seeking health information
2010,Croatia,age 55 to 74,0.2831,selling goods or services
2010,Croatia,age 55 to 74,8.6371,sending/receiving e-mails
2010,Croatia,age 55 to 74,2.4807,telephoning or video calls
2010,Croatia,age 55 to 74,1.1379,uploading self-created content to any website to be shared
2010,Croatia,age 65 to 74,4.1328,finding information about goods and services
2010,Croatia,age 65 to 74,1.4195,Internet banking
2010,Croatia,age 65 to 74,0.3159,job search or sending an application
2010,Croatia,age 65 to 74,2.3403,seeking health information
2010,Croatia,age 65 to 74,0.2931,selling goods or services
2010,Croatia,age 65 to 74,4.3789,sending/receiving e-mails
2010,Croatia,age 65 to 74,1.1395,telephoning or video calls
2010,Croatia,age 65 to 74,0.3748,uploading self-created content to any website to be shared
2010,Croatia,all ages,43.3521,finding information about goods and services
2010,Croatia,all ages,20.2522,Internet banking
2010,Croatia,all ages,16.8883,job search or sending an application
2010,Croatia,all ages,25.0123,seeking health information
2010,Croatia,all ages,4.5373,selling goods or services
2010,Croatia,all ages,39.6493,sending/receiving e-mails
2010,Croatia,all ages,14.2384,telephoning or video calls
2010,Croatia,all ages,10.5043,uploading self-created content to any website to be shared
2010,Cyprus,age 16 to 24,82.1705,finding information about goods and services
2010,Cyprus,age 16 to 24,13.1783,Internet banking
2010,Cyprus,age 16 to 24,8.3333,job search or sending an application
2010,Cyprus,age 16 to 24,24.031,seeking health information
2010,Cyprus,age 16 to 24,0.5814,selling goods or services
2010,Cyprus,age 16 to 24,77.907,sending/receiving e-mails
2010,Cyprus,age 16 to 24,53.2946,telephoning or video calls
2010,Cyprus,age 16 to 24,53.876,uploading self-created content to any website to be shared
2010,Cyprus,age 25 to 34,65,finding information about goods and services
2010,Cyprus,age 25 to 34,31.0714,Internet banking
2010,Cyprus,age 25 to 34,13.3929,job search or sending an application
2010,Cyprus,age 25 to 34,33.0357,seeking health information
2010,Cyprus,age 25 to 34,1.9643,selling goods or services
2010,Cyprus,age 25 to 34,57.3214,sending/receiving e-mails
2010,Cyprus,age 25 to 34,27.8571,telephoning or video calls
2010,Cyprus,age 25 to 34,27.5,uploading self-created content to any website to be shared
2010,Cyprus,age 25 to 54,51.0669,finding information about goods and services
2010,Cyprus,age 25 to 54,23.8371,Internet banking
2010,Cyprus,age 25 to 54,7.1984,job search or sending an application
2010,Cyprus,age 25 to 54,26.8632,seeking health information
2010,Cyprus,age 25 to 54,1.0901,selling goods or services
2010,Cyprus,age 25 to 54,43.6457,sending/receiving e-mails
2010,Cyprus,age 25 to 54,20.9749,telephoning or video calls
2010,Cyprus,age 25 to 54,15.9297,uploading self-created content to any website to be shared
2010,Cyprus,age 25 to 64,43.7007,finding information about goods and services
2010,Cyprus,age 25 to 64,20.4522,Internet banking
2010,Cyprus,age 25 to 64,5.8887,job search or sending an application
2010,Cyprus,age 25 to 64,23.2155,seeking health information
2010,Cyprus,age 25 to 64,0.8996,selling goods or services
2010,Cyprus,age 25 to 64,37.4408,sending/receiving e-mails
2010,Cyprus,age 25 to 64,18.1428,telephoning or video calls
2010,Cyprus,age 25 to 64,13.1263,uploading self-created content to any website to be shared
2010,Cyprus,age 35 to 44,51.5254,finding information about goods and services
2010,Cyprus,age 35 to 44,24.9153,Internet banking
2010,Cyprus,age 35 to 44,3.7288,job search or sending an application
2010,Cyprus,age 35 to 44,29.1525,seeking health information
2010,Cyprus,age 35 to 44,0.8475,selling goods or services
2010,Cyprus,age 35 to 44,43.7288,sending/receiving e-mails
2010,Cyprus,age 35 to 44,17.9661,telephoning or video calls
2010,Cyprus,age 35 to 44,12.8814,uploading self-created content to any website to be shared
2010,Cyprus,age 45 to 54,33.8008,finding information about goods and services
2010,Cyprus,age 45 to 54,14.0252,Internet banking
2010,Cyprus,age 45 to 54,3.2258,job search or sending an application
2010,Cyprus,age 45 to 54,17.1108,seeking health information
2010,Cyprus,age 45 to 54,0.2805,selling goods or services
2010,Cyprus,age 45 to 54,27.0687,sending/receiving e-mails
2010,Cyprus,age 45 to 54,15.7083,telephoning or video calls
2010,Cyprus,age 45 to 54,5.0491,uploading self-created content to any website to be shared
2010,Cyprus,age 55 to 64,15.0316,finding information about goods and services
2010,Cyprus,age 55 to 64,7.2785,Internet banking
2010,Cyprus,age 55 to 64,0.7911,job search or sending an application
2010,Cyprus,age 55 to 64,9.019,seeking health information
2010,Cyprus,age 55 to 64,0.1582,selling goods or services
2010,Cyprus,age 55 to 64,13.2911,sending/receiving e-mails
2010,Cyprus,age 55 to 64,7.1203,telephoning or video calls
2010,Cyprus,age 55 to 64,2.2152,uploading self-created content to any website to be shared
2010,Cyprus,age 55 to 74,11.4804,finding information about goods and services
2010,Cyprus,age 55 to 74,5.8329,Internet banking
2010,Cyprus,age 55 to 74,0.4712,job search or sending an application
2010,Cyprus,age 55 to 74,6.8695,seeking health information
2010,Cyprus,age 55 to 74,0.0942,selling goods or services
2010,Cyprus,age 55 to 74,10.4438,sending/receiving e-mails
2010,Cyprus,age 55 to 74,4.9898,telephoning or video calls
2010,Cyprus,age 55 to 74,1.6938,uploading self-created content to any website to be shared
2010,Cyprus,age 65 to 74,6.25,finding information about goods and services
2010,Cyprus,age 65 to 74,3.7037,Internet banking
2010,Cyprus,age 65 to 74,0,job search or sending an application
2010,Cyprus,age 65 to 74,3.7037,seeking health information
2010,Cyprus,age 65 to 74,0,selling goods or services
2010,Cyprus,age 65 to 74,6.25,sending/receiving e-mails
2010,Cyprus,age 65 to 74,1.8519,telephoning or video calls
2010,Cyprus,age 65 to 74,0.9259,uploading self-created content to any website to be shared
2010,Cyprus,all ages,46.7713,finding information about goods and services
2010,Cyprus,all ages,17.4827,Internet banking
2010,Cyprus,all ages,5.732,job search or sending an application
2010,Cyprus,all ages,21.4041,seeking health information
2010,Cyprus,all ages,0.753,selling goods or services
2010,Cyprus,all ages,41.4931,sending/receiving e-mails
2010,Cyprus,all ages,22.746,telephoning or video calls
2010,Cyprus,all ages,19.1327,uploading self-created content to any website to be shared
2010,Czechia,age 0 to 15,0,finding information about goods and services
2010,Czechia,age 0 to 15,0,Internet banking
2010,Czechia,age 0 to 15,0,job search or sending an application
2010,Czechia,age 0 to 15,0,seeking health information
2010,Czechia,age 0 to 15,0,selling goods or services
2010,Czechia,age 0 to 15,0,sending/receiving e-mails
2010,Czechia,age 0 to 15,0,telephoning or video calls
2010,Czechia,age 0 to 15,0,uploading self-created content to any website to be shared
2010,Czechia,age 16 to 24,66.2017,finding information about goods and services
2010,Czechia,age 16 to 24,17.2907,Internet banking
2010,Czechia,age 16 to 24,15.7525,job search or sending an application
2010,Czechia,age 16 to 24,13.1112,seeking health information
2010,Czechia,age 16 to 24,14.0777,selling goods or services
